-0.040943,0.046192,0.030952,-0.091111,-0.02203,0.055997,-0.014484,0.098059,-0.02972,-0.050443,0.067769,-0.072852,-0.0065899,0.058208,0.069298,-0.037863,-0.016477,-0.060574,-0.022488,-0.010157,-0.035385,0.0010759,0.068391,0.097969,0.013717,0.058981,-0.09255,-0.030675,0.075946,-0.039075,-0.022289,-0.065771,-0.015955,0.047634,-0.090499,-0.027611,-0.017136,0.0045054,0.027569,-0.099402,0.058256,-0.085372,-0.017792,-0.0017133,-0.041585,0.031782,0.091066,0.040629,0.029957,-0.09365,-0.088309,0.0057754,0.0068896,-0.09733,-0.047146,-0.0023111,-0.033433,-0.026133,0.049696,0.094313
0.0036369,-0.051273,0.01811,0.076241,-0.012852,0.015575,0.098383,0.097554,-0.07586,-0.058258,0.038315,-0.042565,-0.060394,0.072437,0.055637,0.0094807,-0.093422,-0.036941,-0.069176,-0.081908,0.065598,-0.091605,-0.051939,-0.0071686,0.085577,-0.0057058,-0.052582,-0.00096839,-0.06732,-0.081407,0.063381,-0.049627,-0.091443,0.07517,0.02606,-0.014954,0.079154,0.072219,0.0262,-0.029587,0.05262,0.047782,0.059212,0.076304,0.01672,-0.093011,-0.095907,0.001896,0.078347,-0.055333,-0.043499,-0.0086177,-0.034463,-0.072138,-0.068869,0.054559,0.014516,0.048086,0.04629,-0.052172
0.041194,-0.058735,0.030502,0.0098319,-0.017967,-0.029498,0.0029806,-0.022289,-0.035923,0.064807,-0.089533,0.084251,0.07684,-0.024437,-0.063956,0.019358,-0.035405,0.066693,0.0041816,-0.097983,0.086652,-0.086349,-0.014999,0.0033487,0.038021,0.033829,-0.045142,0.0023829,0.049608,0.054632,-0.070878,-0.079046,0.061021,-0.054335,0.022803,-0.029393,0.031465,0.041282,-0.063298,0.08698,0.047251,-0.018878,0.030502,0.06355,-0.048282,-0.086574,0.0032299,-0.050323,0.052822,0.089943,-0.050168,-0.054746,0.060102,0.052834,-0.065012,-0.079158,-0.075704,0.073176,-0.044742,-0.066263
0.013473,-0.020212,0.026159,0.039349,0.082918,0.070572,-0.074279,-0.079223,0.039306,-0.033254,0.097111,0.069989,0.026318,0.017078,0.037619,0.053255,0.01254,0.096935,0.054629,0.078474,0.053709,-0.037378,-0.031096,-0.086601,-0.070059,-0.021876,-0.013661,-0.003563,-0.076192,-0.077978,0.062522,-0.022026,0.0088146,0.074045,-0.058596,-0.015637,-0.088698,0.045928,-0.0086267,-0.0469,0.090394,-0.088262,-0.063053,-0.0024465,0.076409,-0.061425,-0.077249,-0.027148,-0.024357,0.081702,-0.01334,-0.02629,-0.083177,0.023794,-0.057768,-0.054717,-0.092204,-0.080712,-0.035012,0.087785
-0.066531,0.037789,-0.075066,-0.075106,0.083769,0.0553,-0.0075507,-0.097,-0.02113,0.035872,-0.051695,-0.00078404,0.039278,-0.097117,-0.062916,-0.023377,-0.061333,0.0033282,0.0058075,0.06369,-0.045208,0.04446,-0.065377,-0.027936,-0.038929,0.023462,0.060574,-0.093738,-0.086168,0.075735,-0.069849,-0.017029,-0.041988,0.034118,0.066524,0.046171,-0.067346,-0.08737,-0.085391,0.023923,0.06862,0.041987,0.037039,-0.099862,-0.031379,-0.094439,-0.005262,-0.027889,0.067394,0.088184,0.054764,-0.078104,0.052528,0.0093965,-0.011639,-0.096732,-0.09942,0.080419,-0.04156,-0.0019475
0.021996,0.090195,-0.05854,-0.022136,-0.014354,-0.0045156,-0.028149,0.095941,-0.072611,0.088353,0.037828,0.092354,-0.043121,-0.026131,0.039938,-0.069716,-0.053968,0.0096297,-0.08687,-0.084446,-0.055694,-0.047742,-0.057693,0.098836,0.02608,-0.067065,0.023476,0.06627,0.083663,0.053494,-0.048905,-0.067198,-0.086759,0.062043,-0.049315,-0.077481,0.08312,-0.045173,0.00092609,-0.07599,0.059972,-0.089196,-0.07154,-0.046446,-0.05879,-0.058777,0.041363,0.0048035,0.057003,-0.096472,0.039005,-0.037362,0.085883,0.035756,0.017793,0.088153,0.0055526,-0.033902,0.011588,-0.086008
0.096384,-0.057094,-0.098298,0.086386,0.077592,0.087577,-0.049842,-0.074186,-0.045772,-0.093549,0.034748,0.037995,-0.037879,0.019241,-0.086365,0.0071933,0.071321,-0.048611,-0.044773,-0.099609,-0.071587,-0.083767,-0.0057543,-0.085355,0.036362,0.053583,-0.05172,-0.054717,0.0080563,0.025171,-0.037502,-0.088362,0.085898,0.045538,-0.013606,-0.09635,-0.079933,0.0045318,-0.091206,0.041032,-0.034249,0.064082,0.077834,0.015594,-0.07118,-0.081306,0.069819,-0.0037574,0.013043,0.0080332,-0.0894,-0.0085721,0.0050364,-0.046117,0.057433,0.043216,-0.078782,-0.061271,-0.040888,-0.02089
0.087794,0.031409,0.08378,-0.056311,-6.9266e-05,-0.039122,-0.09228,0.0019636,0.081295,-0.042803,-0.023386,0.031293,-0.091739,0.0095754,0.046958,-0.0023898,0.035896,0.024224,-0.032664,0.0087206,-0.0021875,-0.061442,-0.036383,-0.027336,-0.098162,-0.080827,-0.050032,0.0059475,0.01342,-0.088755,0.061569,-0.026742,0.035985,0.033547,0.079834,0.027079,-0.02191,0.056593,0.090291,0.020215,0.01139,0.010762,0.073616,0.0108,0.0024141,-0.086919,-0.014235,-0.063002,-0.099817,0.091838,-0.010366,0.039223,-0.045547,-0.077825,0.094454,0.05641,-0.010725,-0.075694,-0.048794,0.025626
0.041899,-0.083839,-0.042463,-0.012404,0.082565,-0.070357,-0.17732,-0.06859,-0.024553,-0.058949,-0.085292,0.0066308,0.038242,-0.093227,0.052223,0.067078,-0.080536,0.025941,-0.094708,-0.087744,0.028968,0.034913,-0.08414,-0.061794,0.020106,0.074419,0.072595,-0.026093,0.035892,0.09084,0.05129,-0.047609,0.031491,0.056503,-0.075812,0.054591,0.059119,-0.016437,-0.089456,0.040268,0.063732,0.051761,-0.028128,0.018154,0.042255,-0.12193,0.032613,0.0072075,0.089447,0.040027,-0.063433,0.053393,-0.010943,-0.095102,0.097556,0.077154,0.026734,0.062126,-0.15409,0.026684
0.038103,0.073286,0.086277,0.083409,-0.01982,-0.076107,-0.073186,-0.057942,0.045695,-0.08852,-0.044321,-0.091898,-0.011142,0.041459,-0.091627,0.094739,0.058864,0.037162,0.15074,-0.037862,-0.0027306,-0.0018677,0.012227,-0.030747,-0.041406,-0.0034969,0.07264,-0.068476,0.01894,0.01806,0.05563,0.093846,0.057988,-0.097267,-0.047817,0.040008,0.087704,-0.028814,0.040108,0.014067,-0.020284,0.05053,0.014118,0.073579,-0.074379,0.03172,0.00032903,0.030881,0.046294,-0.10948,0.015509,0.077127,-0.026554,0.045966,-0.015087,-0.093093,0.083124,0.05604,0.079302,-0.022852
-0.097624,-0.012742,-0.086598,0.020319,0.0611,-0.0080749,-0.077714,0.080385,-0.058393,0.089897,0.069656,-0.086919,0.093695,-0.01199,-0.049284,-0.03831,-0.030842,0.073513,0.019865,-0.021826,-0.011488,0.080956,-0.098426,-0.027636,-0.011131,0.0055289,0.072973,0.027401,0.051154,0.080972,-0.078456,0.013247,-0.0012471,-0.098292,0.1028,-0.0040944,0.109,-0.08601,-0.019688,0.045264,0.0012976,-0.082822,-0.032547,0.015764,0.023838,-0.014114,-0.052732,-0.086524,0.030855,-0.11467,0.042464,0.080317,-0.062527,0.017535,0.0023632,0.045464,0.025824,0.027804,0.029316,0.064118
-0.080691,0.033864,-0.090495,-0.04202,-0.052846,-0.076226,-0.03478,0.058456,-0.054269,-0.010944,-0.084823,-0.014623,0.021143,0.10005,-0.062162,-0.053731,0.036715,-0.022767,-0.075419,-0.051118,0.017471,-0.089833,0.04343,0.034795,0.09835,-0.028592,0.069821,-0.042014,0.018288,0.049249,-0.021446,-0.050338,-0.081159,-0.057807,-0.092577,0.039608,0.020221,-0.046038,0.083663,0.063627,-0.062829,0.0041459,-0.0054866,0.088,0.062643,-0.020484,0.082405,-0.081812,0.017633,-0.046953,-0.098144,0.043493,0.02305,-0.042896,-0.092523,-0.054659,0.072423,-0.040053,0.060882,-0.05636
-0.070133,0.033744,-0.096713,0.0014345,0.062209,0.0049864,0.077915,-0.094543,0.030579,0.050313,0.047409,-0.0088065,-0.040452,0.025085,-0.097809,-0.085668,0.047138,-0.034331,-0.083713,0.045093,-0.041348,0.087904,0.046951,0.098055,0.044219,-0.047232,-0.022584,-0.0093817,-0.055159,0.061497,0.065359,-0.04739,-0.046752,-0.052536,-0.023575,0.079227,-0.041386,-0.070794,0.069483,-0.090014,-0.057411,-0.026184,0.0068824,0.086135,0.066711,0.031966,-0.12274,0.041681,-0.035862,0.012705,0.013142,-0.011479,0.043886,-0.08074,0.046736,-0.018862,0.040221,0.091037,-0.094595,-0.032201
0.023497,-0.046818,0.07406,-0.064848,-0.063682,-0.001522,0.0084006,0.020672,-0.13275,-0.065543,0.059122,-0.080837,0.095703,-0.031502,0.056115,0.042186,-0.086946,0.045511,0.060371,-0.033893,0.078756,-0.043008,-0.04518,0.064502,0.012753,-0.090769,-0.033972,0.030814,0.069867,-0.086026,-0.087945,0.036829,-0.031758,-0.070287,-0.049562,-0.013345,0.00076815,-0.072006,-0.0021913,0.052043,-0.092439,-0.065285,0.063382,0.097447,-0.032208,0.091391,-0.070765,-0.045678,-0.036201,0.071648,0.02971,0.040806,-0.013477,0.0043664,-0.043822,0.061319,0.088587,0.043277,0.083742,0.082152
-0.042668,-0.055313,-0.0064923,-0.077563,0.01118,-0.041688,0.046319,0.045005,0.087894,-0.098754,0.032607,0.095355,-0.096785,0.020765,-0.013152,-0.031518,-0.030977,-0.029393,0.056605,-0.051741,-0.067447,-0.0060753,0.055284,-0.061646,-0.015482,-0.036837,0.067161,0.041949,0.058564,-0.023066,-0.068232,-0.043006,0.016602,0.021479,0.0055057,0.017648,0.019964,-0.086559,-0.059553,0.072759,0.036302,0.026001,0.039998,-0.099897,0.012668,-0.050585,-0.51998,-0.016315,-0.048717,0.053836,-0.066299,0.020561,-0.085106,0.096562,0.083453,0.094088,0.053705,-0.014213,-0.046047,0.058041
0.00079943,0.027153,0.089317,-0.054879,-0.020849,-0.0052857,0.090358,0.075301,0.016742,-0.09355,0.033549,0.07305,-0.0065184,-0.018419,0.066848,-0.095621,0.039546,-0.045016,-0.051133,0.035513,-0.069541,0.066791,0.082545,-0.043585,-0.060214,0.076124,-0.089894,0.047805,-0.052296,0.057938,-0.080427,0.05177,0.03152,-0.048412,-0.0085343,-0.079753,-0.047211,-0.033457,-0.060942,-0.082115,-0.025182,0.094005,-0.045289,-0.065345,0.072209,-0.098194,-0.20914,-0.076238,0.041728,0.090937,0.027168,-0.091188,-0.096863,0.046398,-0.054535,0.089663,-0.01125,-0.03255,0.066775,-0.022948
0.096762,-0.034005,-0.014668,-0.088272,0.08709,0.070652,-0.00086011,-0.06631,-0.074743,0.028048,0.047408,-0.022694,-0.059603,-0.039582,0.0048869,0.058847,-0.0049914,-0.058222,-0.0086413,0.076711,0.053034,-0.059884,0.011353,-0.026793,0.020642,-0.075523,-0.066317,-0.0049576,0.045452,0.034007,0.045695,-0.057655,-0.038568,0.037283,0.058985,0.027172,-0.036094,-0.091689,-0.075896,-0.059991,-0.083777,-0.0092175,0.052778,0.0016021,-0.012261,0.041597,-0.087169,-0.044956,-0.036216,-0.026456,-0.020746,0.020202,0.017722,0.039293,0.08107,0.06033,-0.027559,0.060764,0.060877,-0.22127
0.018758,-0.081194,0.071655,0.041155,0.017896,0.069557,0.041014,-0.067228,0.024601,0.018612,-0.067525,0.030338,-0.087197,0.055045,-0.038633,0.019753,0.034784,0.024838,0.096098,0.0049281,0.057325,-0.089189,0.078234,-0.038438,-0.071363,-0.089923,-0.094156,0.0987,-0.099885,0.070187,0.0095573,0.038162,-0.039086,0.095175,0.088045,0.012433,0.054929,0.034882,0.04666,-0.001972,0.077968,0.087102,-0.015101,-0.051887,-0.077389,-0.063125,-0.041923,-0.062778,0.011797,0.010479,0.025849,-0.052911,0.098826,0.096619,-0.0076537,-0.079562,0.035129,-0.046438,-0.022585,-0.044169
