-0.21116,-0.15892,0.49836,-0.83212,0.23388,-1.7208,-0.35093,0.017501,0.25629,-0.15019
-0.81076,0.6862,-0.032295,0.11901,0.24064,-0.058367,-0.012884,0.038368,-0.14583,-0.023855
-0.24538,0.042624,0.12176,-0.45932,0.26225,-1.0254,-0.20984,-0.037036,0.018991,-0.3222
-0.18235,-0.44173,0.30181,-1.0206,0.33075,-2.1521,-0.47068,0.21102,0.24679,-0.56533
-0.68703,0.012953,-0.017398,-0.0042322,-0.0033202,-0.071652,0.7872,-0.0098233,-0.031044,0.024211
-0.67144,0.80992,-0.018829,-0.0041222,0.00075607,-0.11267,-0.011302,-0.010756,-0.030756,0.050936
-0.87788,-0.014936,-0.078295,0.65634,0.17265,0.23994,0.018957,-0.017798,-0.094546,-0.0045081
-0.69361,-0.019262,-0.011695,0.0038601,0.76433,0.010876,-0.0065998,-0.00085364,-0.016017,-0.031057
-0.52934,0.0060696,-0.01966,-0.095265,-0.038729,-0.069888,-0.04449,-0.00089561,0.76538,0.027849
-0.384,0.13452,-0.083286,-0.3415,0.14792,-0.40889,0.022453,-0.0036076,-0.085188,-0.26064
-0.21451,-0.25016,0.14043,-0.70853,0.28126,-1.4269,-0.34169,0.021008,0.13091,-0.36664
-0.65831,0.0092515,-0.016494,-0.0042273,-0.004128,0.66477,-0.011927,-0.011071,-0.027923,0.059819
0.57529,0.0045557,0.11623,0.055748,-0.79277,-0.017708,-0.0098492,0.057331,0.12436,-0.11287
-0.11697,-0.30973,0.15467,-0.64961,0.29452,-1.427,-0.38811,0.13467,0.11202,-0.41575
-0.15424,-0.29942,0.036589,-0.81553,0.34806,-1.5818,-0.44307,0.13899,0.082963,-0.43877
-0.28715,-0.18932,0.13037,-0.52727,0.23704,-1.1875,-0.34994,0.04426,0.051901,-0.32796
-0.6927,0.011266,-0.016199,0.79473,-0.0059271,-0.046433,-0.015363,-0.010699,-0.028709,0.0095752
-0.52268,-0.010009,-0.014349,-0.028478,-0.11854,-0.0067861,-0.0078371,-0.0033624,-0.10439,0.81635
-0.17576,-0.20328,-0.015384,-0.021994,0.035245,-0.038745,0.010333,-0.48693,-0.10953,1.0065
-0.66429,-0.0051459,-0.004597,-0.049301,-0.0081567,0.095362,0.00019198,-0.0094573,-0.13412,0.77953
-0.7233,0.0084947,-0.019721,-0.022773,-0.024246,0.82018,-0.02298,-0.00014394,-0.044402,0.028954
-0.19765,-0.29931,0.22184,-0.55835,0.2386,-1.2384,-0.18652,0.099517,0.11881,-0.2155
-0.26885,-0.11751,0.089771,-0.59888,0.27939,-1.2754,-0.23573,-0.022027,0.11603,-0.33777
-0.30611,-0.096828,-0.024212,-0.48553,0.19993,-1.2772,-0.31113,0.053869,0.12032,-0.25435
0.60382,0.0015346,0.073715,0.057316,0.0029009,-1.013,-0.015398,0.044158,0.23937,0.0082375
-0.22024,-0.3963,0.30183,-1.0133,0.24539,-1.854,-0.54657,0.064651,0.20194,-0.3234
-0.22262,-0.32367,0.21611,-0.64945,0.27116,-1.366,-0.32944,0.034416,0.10429,-0.38892
-0.047592,-0.33652,0.24106,-0.78819,0.23822,-1.5947,-0.52084,0.10411,0.19526,-0.49402
-0.051306,-0.29684,0.25851,-0.83483,0.26985,-1.6523,-0.35895,0.059109,0.21159,-0.37026
-0.29869,-0.52162,0.32568,-0.96635,0.39054,-2.0437,-0.59689,0.23409,0.11315,-0.50944
-0.2249,-0.11582,0.11555,-0.62716,0.19316,-1.2214,-0.32562,0.15716,-0.016329,-0.24332
-0.10973,-0.25715,0.11553,-0.8335,0.22139,-1.4653,-0.27255,0.11294,0.046151,-0.47104
-0.36978,-0.014974,0.027966,-0.59261,0.21138,-0.96453,-0.33785,0.048391,-0.056809,-0.32072
-0.24594,-0.15548,0.16419,-0.55705,0.052299,-1.3131,-0.37795,0.090093,0.097123,-0.13378
0.51666,0.10292,0.43519,-0.0086379,0.0049965,0.030774,-0.013263,-0.035245,-0.9381,-0.095067
-0.4362,-0.013572,-0.038911,0.15141,0.020694,-0.0098557,-0.00076474,-0.0027554,0.31749,0.012536
-0.56891,-0.017335,-0.0041943,-0.010461,-0.058306,-0.023841,-0.0064773,-0.012064,0.72927,-0.027665
-0.33114,0.041363,-0.055228,-0.48334,0.19179,-0.98045,-0.23449,-0.016462,0.02615,-0.25989
-0.17232,-0.37525,0.12059,-0.75572,0.22548,-1.6583,-0.4207,0.12385,0.14583,-0.29087
-0.10017,-0.65035,0.30169,-1.2111,0.36466,-2.3035,-0.69004,0.19275,0.21238,-0.5707
-0.12025,-0.070083,0.032149,-0.46252,0.041443,-0.95455,-0.2341,0.066136,0.016324,-0.32947
-0.5879,-0.0037924,0.74021,-0.1164,-0.042736,0.078085,-0.080982,0.0031259,0.023778,-0.011204
-0.21324,-0.20485,0.20326,-0.60587,0.2558,-1.2782,-0.32874,0.13021,0.058076,-0.36305
-0.73685,-0.003925,-0.0066813,-0.0048499,0.037016,-0.007996,0.78173,-0.009,-0.046561,-0.0028661
-0.69215,0.011915,-0.017086,-0.0044535,-0.003481,-0.067514,-0.012667,-0.0097902,0.77125,0.023465
-0.71871,0.013607,-0.011565,-0.0015477,-0.0036693,-0.0092943,-0.010172,0.79112,-0.043531,-0.0062787
-0.71804,0.016082,-0.01649,-0.0015706,-0.0053527,-0.029092,-0.0094331,0.0016217,-0.021753,0.78398
-0.72635,0.012196,0.78145,-0.0031067,0.00070204,-0.017602,-0.010028,-0.0096879,-0.028567,0.00095441
-0.3641,0.035239,0.001226,-0.41186,0.17643,-1.199,-0.18093,-0.022024,0.094752,-0.27528
-0.62588,-0.0025439,-0.0067867,-0.045377,-0.060497,-0.0026217,-0.020488,-0.046374,-0.025724,0.83637
-0.61235,0.00036809,-0.040142,0.94711,0.0033982,0.0027271,-0.054123,-0.032117,-0.10478,-0.11
-0.26,-0.035355,0.077672,-0.56746,0.21637,-1.1629,-0.13887,0.091202,0.16067,-0.33775
-0.30305,-0.32275,0.12925,-0.89549,0.3259,-1.4611,-0.49182,0.14469,0.073366,-0.41222
-0.28148,0.10409,0.080814,-0.51178,0.22779,-0.47659,-0.047094,-0.01858,-0.10442,-0.31222
-0.12692,-0.056852,0.12816,-0.51018,0.22836,-0.95912,-0.21352,0.10372,-0.090041,-0.20741
-0.2623,-0.50399,0.39976,-1.1446,0.33403,-2.3302,-0.54836,0.08563,0.14802,-0.49097
-0.13123,-0.0028476,0.060633,-0.5211,-0.060123,-0.80126,-0.14358,0.00919,0.11204,-0.074987
-0.58301,0.055322,-0.0268,-0.37436,0.27913,-0.74251,-0.091396,0.11938,-0.20453,-0.42806
-0.66005,-0.010365,-0.020107,-0.021937,-0.032792,-0.0050135,0.022944,-0.0087905,0.79772,-0.061594
-0.56067,-0.022933,-0.016853,0.0013617,-0.062857,-0.066821,-0.018664,0.81231,-0.034182,-0.030687
0.7929,0.088107,0.11709,0.10447,0.10356,0.16755,0.11268,0.10981,0.12779,0.076571
